Placa,Clase,Marca,A¤o de fabricaci¢n del taxi,Categor¡a,Tipo taxi
TA-000326,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000327,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000328,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000329,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000330,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000331,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000332,Taxi Alajuela,Nissan,2005,Automovil,Sedan
TA-000333,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000334,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000335,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000337,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-000339,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000340,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000341,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000342,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000343,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000345,Taxi Alajuela,Mitsubishi,2009,Carga liviana,Rural
TA-000346,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000347,Taxi Alajuela,Nissan,2005,Automovil,Sedan
TA-000348,Taxi Alajuela,Greatwall,2018,Automovil,Sedan
TA-000349,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000350,Taxi Alajuela,Nissan,2017,Automovil,Sedan
TA-000351,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000352,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000353,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000354,Taxi Alajuela,Suzuki,1995,Automovil,Rural
TA-000355,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000356,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000357,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000358,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000360,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000361,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000362,Taxi Alajuela,Hyundai,2012,Automovil,Sedan
TA-000363,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000364,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000365,Taxi Alajuela,Mitsubishi,2007,Carga liviana,Rural
TA-000366,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000367,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000369,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000370,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000371,Taxi Alajuela,Isuzu,2003,Automovil,Rural
TA-000372,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000373,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000374,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000375,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000376,Taxi Alajuela,Hyundai,2011,Automovil,Sedan
TA-000377,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000378,Taxi Alajuela,Toyota,2014,Carga liviana,Rural
TA-000380,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000381,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000382,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000383,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000384,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000385,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000386,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000387,Taxi Alajuela,Mitsubishi,2006,Carga liviana,Rural
TA-000388,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000389,Taxi Alajuela,Nissan,2015,Automovil,Sedan
TA-000390,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000391,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000392,Taxi Alajuela,Nissan,2005,Automovil,Sedan
TA-000393,Taxi Alajuela,Daihatsu,2003,Automovil,Rural
TA-000394,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000395,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000396,Taxi Alajuela,Daihatsu,2006,Automovil,Rural
TA-000397,Taxi Alajuela,Nissan,2004,Automovil,Sedan
TA-000398,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000399,Taxi Alajuela,Toyota,2004,Taxi,Sedan
TA-000400,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000401,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000402,Taxi Alajuela,Hyundai,2001,Automovil,Sedan
TA-000403,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000404,Taxi Alajuela,Nissan,2016,Automovil,Sedan
TA-000405,Taxi Alajuela,Hyundai,2013,Automovil,Sedan
TA-000406,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000407,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000408,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000409,Taxi Alajuela,Hyundai,2016,Automovil,Sedan
TA-000410,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000411,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000412,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000413,Taxi Alajuela,Mazda,2009,Carga liviana,Rural
TA-000414,Taxi Alajuela,Toyota,2008,Carga liviana,Rural
TA-000415,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000416,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000417,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000418,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000419,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000420,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000421,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000422,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000423,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000424,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000425,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000426,Taxi Alajuela,Toyota,2005,Taxi,Sedan
TA-000427,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000428,Taxi Alajuela,Toyota,2015,Automovil,Sedan
TA-000429,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000430,Taxi Alajuela,Hyundai,2006,Automovil,Rural
TA-000431,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000432,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000433,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000434,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000435,Taxi Alajuela,Mitsubishi,2008,Carga liviana,Rural
TA-000436,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000437,Taxi Alajuela,Toyota,2003,Automovil,Sedan
TA-000438,Taxi Alajuela,Toyota,2003,Automovil,Sedan
TA-000439,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000440,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000441,Taxi Alajuela,Nissan,2009,Automovil,Sedan
TA-000442,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000443,Taxi Alajuela,Hyundai,2003,Automovil,Sedan
TA-000444,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000445,Taxi Alajuela,Greatwall,2012,Automovil,Sedan
TA-000446,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000447,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000450,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000451,Taxi Alajuela,Daihatsu,2009,Automovil,Rural
TA-000453,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000454,Taxi Alajuela,Hyundai,2016,Automovil,Sedan
TA-000455,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000456,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000457,Taxi Alajuela,Daihatsu,2005,Automovil,Rural
TA-000458,Taxi Alajuela,Daihatsu,2008,Automovil,Rural
TA-000460,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000461,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000462,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000463,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000464,Taxi Alajuela,Mitsubishi,2009,Carga liviana,Rural
TA-000465,Taxi Alajuela,Mitsubishi,1998,Automovil,Sedan
TA-000466,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000467,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000468,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-000469,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000470,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000471,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000472,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000473,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000474,Taxi Alajuela,Nissan,2004,Automovil,Sedan
TA-000475,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000476,Taxi Alajuela,Daihatsu,2016,Automovil,Rural
TA-000477,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000478,Taxi Alajuela,Hyundai,2014,Automovil,Sedan
TA-000479,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000480,Taxi Alajuela,Lifan,2009,Automovil,Sedan
TA-000481,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-000482,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000484,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000485,Taxi Alajuela,Daihatsu,2005,Automovil,Rural
TA-000486,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000487,Taxi Alajuela,Hyundai,2000,Automovil,Sedan
TA-000488,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000489,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000490,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000491,Taxi Alajuela,Toyota,2016,Automovil,Sedan
TA-000492,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000493,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000494,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000495,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000496,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000497,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000499,Taxi Alajuela,Toyota,2004,Carga liviana,Rural
TA-000500,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000501,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000502,Taxi Alajuela,Hyundai,2013,Automovil,Sedan
TA-000503,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000504,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000505,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000506,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000507,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000508,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000509,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000510,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-000511,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000512,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000514,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000515,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000516,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000517,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000518,Taxi Alajuela,Suzuki,2006,Automovil,Sedan
TA-000519,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000520,Taxi Alajuela,Hyundai,2012,Automovil,Sedan
TA-000521,Taxi Alajuela,Nissan,2010,Automovil,Sedan
TA-000522,Taxi Alajuela,Toyota,2018,Automovil,Sedan
TA-000524,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000525,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000526,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000527,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000528,Taxi Alajuela,Nissan,2015,Automovil,Sedan
TA-000529,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000530,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000531,Taxi Alajuela,Nissan,2004,Automovil,Sedan
TA-000533,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000534,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000535,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000536,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000538,Taxi Alajuela,Toyota,2006,Carga liviana,Rural
TA-000539,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-000540,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000541,Taxi Alajuela,Toyota,2018,Automovil,Sedan
TA-000542,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000543,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000544,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000545,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000546,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000547,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000548,Taxi Alajuela,Nissan,2008,Automovil,Sedan
TA-000549,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000550,Taxi Alajuela,Toyota,2006,Taxi,Sedan
TA-000551,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000552,Taxi Alajuela,Toyota,2015,Automovil,Sedan
TA-000553,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000554,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000555,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000556,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000557,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000558,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000559,Taxi Alajuela,Hyundai,2003,Automovil,Sedan
TA-000560,Taxi Alajuela,Nissan,2016,Automovil,Sedan
TA-000561,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000562,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000563,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000564,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000565,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000566,Taxi Alajuela,Nissan,2005,Automovil,Sedan
TA-000567,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000568,Taxi Alajuela,Hyundai,2002,Automovil,Sedan
TA-000569,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000570,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000573,Taxi Alajuela,Hyundai,2002,Automovil,Sedan
TA-000575,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000576,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000577,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000578,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000579,Taxi Alajuela,Toyota,2013,Automovil,Rural
TA-000580,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000581,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000582,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000583,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000584,Taxi Alajuela,Nissan,2011,Automovil,Sedan
TA-000585,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000586,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000587,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000588,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000589,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000591,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000593,Taxi Alajuela,Hyundai,2013,Automovil,Sedan
TA-000594,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000595,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000596,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000597,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000598,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000600,Taxi Alajuela,Mitsubishi,2009,Carga liviana,Rural
TA-000601,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000602,Taxi Alajuela,Toyota,2008,Automovil,Adaptado
TA-000603,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000604,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000606,Taxi Alajuela,Hyundai,2002,Automovil,Sedan
TA-000607,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000608,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000609,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000610,Taxi Alajuela,Nissan,2007,Automovil,Sedan
TA-000611,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-000612,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000613,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000614,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000615,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000616,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000617,Taxi Alajuela,Mitsubishi,2008,Carga liviana,Rural
TA-000618,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000619,Taxi Alajuela,Hyundai,2007,Automovil,Sedan
TA-000620,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000621,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000622,Taxi Alajuela,Greatwall,2013,Automovil,Sedan
TA-000623,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000624,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000625,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000626,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000627,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000628,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000629,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000630,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000631,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000632,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000633,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000634,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000635,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000636,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000637,Taxi Alajuela,Nissan,2016,Automovil,Sedan
TA-000640,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000641,Taxi Alajuela,Nissan,2005,Automovil,Sedan
TA-000642,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000643,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000644,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000645,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000646,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000647,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000648,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000649,Taxi Alajuela,Nissan,1994,Automovil,Sedan
TA-000650,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000652,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000653,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000655,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000656,Taxi Alajuela,Toyota,2004,Automovil,Sedan
TA-000657,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000658,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000659,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000660,Taxi Alajuela,Hyundai,2011,Automovil,Sedan
TA-000661,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000662,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000663,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000664,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000665,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000667,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000668,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000670,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000671,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000672,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000673,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000674,Taxi Alajuela,Mitsubishi,2006,Carga liviana,Rural
TA-000675,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000676,Taxi Alajuela,Citroen,2014,Automovil,Sedan
TA-000678,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000679,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000680,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-000681,Taxi Alajuela,Daihatsu,2005,Automovil,Rural
TA-000682,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000683,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000684,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000685,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000686,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000687,Taxi Alajuela,Nissan,2015,Automovil,Sedan
TA-000688,Taxi Alajuela,Hyundai,2011,Automovil,Sedan
TA-000689,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000690,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000691,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000692,Taxi Alajuela,Hyundai,2014,Automovil,Sedan
TA-000693,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000694,Taxi Alajuela,Hyundai,2009,Automovil,Sedan
TA-000695,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000696,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000697,Taxi Alajuela,Nissan,2016,Automovil,Sedan
TA-000698,Taxi Alajuela,Nissan,2017,Automovil,Sedan
TA-000700,Taxi Alajuela,Toyota,2018,Automovil,Rural
TA-000701,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000702,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000703,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000704,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000705,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000706,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000707,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000708,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000709,Taxi Alajuela,Nissan,2002,Automovil,Sedan
TA-000710,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000711,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000712,Taxi Alajuela,Toyota,2006,Taxi,Sedan
TA-000713,Taxi Alajuela,Hyundai,2006,Automovil,Sedan
TA-000714,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000715,Taxi Alajuela,Toyota,2007,Automovil,Sedan
TA-000716,Taxi Alajuela,Mitsubishi,2008,Automovil,Rural
TA-000718,Taxi Alajuela,Toyota,2013,Automovil,Sedan
TA-000719,Taxi Alajuela,Hyundai,2015,Automovil,Sedan
TA-000720,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000721,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000722,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000723,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000724,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000725,Taxi Alajuela,Hyundai,1997,Automovil,Sedan
TA-000726,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000727,Taxi Alajuela,Toyota,2012,Automovil,Sedan
TA-000730,Taxi Alajuela,Hyundai,2005,Automovil,Sedan
TA-000731,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000732,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000733,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000736,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000737,Taxi Alajuela,Toyota,2011,Automovil,Sedan
TA-000738,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000739,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000740,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000741,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000743,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000744,Taxi Alajuela,Hyundai,2013,Automovil,Sedan
TA-000746,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000747,Taxi Alajuela,Toyota,2008,Automovil,Sedan
TA-000748,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000749,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000750,Taxi Alajuela,Toyota,2009,Automovil,Sedan
TA-000751,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000752,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000753,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000755,Taxi Alajuela,Toyota,2017,Automovil,Sedan
TA-000756,Taxi Alajuela,Toyota,2010,Automovil,Sedan
TA-000757,Taxi Alajuela,Toyota,2014,Automovil,Sedan
TA-000758,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000759,Taxi Alajuela,Hyundai,2007,Automovil,Sedan
TA-000760,Taxi Alajuela,Toyota,2005,Taxi,Sedan
TA-000761,Taxi Alajuela,Toyota,2005,Automovil,Sedan
TA-000762,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000763,Taxi Alajuela,Hyundai,2004,Automovil,Sedan
TA-000764,Taxi Alajuela,Hyundai,2007,Automovil,Sedan
TA-000765,Taxi Alajuela,Toyota,2006,Automovil,Sedan
TA-000766,Taxi Alajuela,Hyundai,2008,Automovil,Sedan
TA-000767,Taxi Alajuela,Nissan,2006,Automovil,Sedan
TA-000768,Taxi Alajuela,Hyundai,2010,Automovil,Sedan
TA-000769,Taxi Alajuela,Hyundai,2007,Automovil,Sedan
